"dim","best","repetition"
140,10173744.8670208,10
144,11022185.0719995,1
144,10968055.0227782,2
144,11523351.9623446,3
144,10857773.6970577,4
144,11152902.0425451,5
144,11836698.6200046,6
144,11030988.6443426,7
144,11245136.2179425,8
144,12208390.6432584,9
144,12129066.8200204,10
147,12497838.0079127,1
147,11879099.1725648,2
147,11294923.8559107,3
147,10590644.3854369,4
147,10205386.2502515,5
147,11800751.9222972,6
147,10546178.0549284,7
147,11247355.6448107,8
147,11145149.4233978,9
147,11057850.7763191,10
150,10673603.3143509,1
150,10094166.1777547,2
150,11262991.8508975,3
150,12514136.8760661,4
150,12617564.8923875,5
150,12183818.3993498,6
150,11429608.070528,7
150,11777873.0188111,8
150,12040804.5111223,9
150,11831558.2048786,10
