"dim","best","repetition"
137,106840.201760831,7
137,95389.0490482099,8
137,84867.3509605589,9
137,107171.308545014,10
140,94518.1129580482,1
140,120154.713230363,2
140,112876.36668628,3
140,135459.114090624,4
140,99515.3541071067,5
140,114236.405714037,6
140,105816.562736905,7
140,87832.8568675671,8
140,123907.438805219,9
140,95188.8976743758,10
144,128671.160177864,1
144,94233.2237572502,2
144,108033.302671814,3
144,114593.320137262,4
144,140303.629150452,5
144,108507.835526747,6
144,96124.6834943734,7
144,112052.295666966,8
144,92148.5132616744,9
144,104835.570182304,10
147,143648.614399633,1
147,141879.625287353,2
147,73849.5081642543,3
147,138560.244019737,4
147,150068.019656737,5
147,102316.18698492,6
147,118152.690530315,7
147,141574.635875605,8
147,117924.406150264,9
147,163045.371278376,10
150,177929.301315357,1
150,161496.862226357,2
150,134186.315650294,3
150,167997.81455847,4
150,96755.9201371485,5
150,141904.028636152,6
150,145721.611712065,7
150,179637.859609703,8
150,203845.903590275,9
150,104623.944557712,10
