"dim","best","repetition"
70,3813490.04018731,10
73,4858335.30740054,1
73,4164570.13029649,2
73,4399366.71455986,3
73,4820559.46165759,4
73,4841823.90420864,5
73,4783587.17691479,6
73,5101529.02979946,7
73,5197628.60012518,8
73,3998992.73376333,9
73,3995839.2256371,10
76,4529399.00451937,1
76,4333270.73088182,2
76,5214938.39612812,3
76,4588798.04447902,4
76,5140345.00072201,5
76,4806198.4034227,6
76,5221431.00669595,7
76,5671312.84235382,8
76,4025252.07491071,9
76,5142360.52306549,10
80,5395662.1593894,1
80,6171389.84891299,2
80,4874785.5911828,3
80,4541214.94988306,4
80,5323184.50059555,5
80,5629916.95368971,6
80,4118904.88972427,7
80,5208585.60148915,8
80,4920977.31783847,9
80,4847042.82353669,10
83,5328009.68344092,1
83,6101323.53319588,2
83,5186540.17141001,3
83,5096803.06514794,4
83,5708107.78681981,5
83,5305295.80558127,6
83,6031641.26370428,7
83,4479464.77351316,8
83,5741739.18107191,9
83,4977433.8426609,10
87,4492691.67096186,1
87,6356060.9529432,2
87,6274853.46591284,3
87,4176971.34774481,4
87,5584183.95622876,5
87,5975956.13686002,6
87,5745581.93694173,7
87,5294836.57313688,8
87,5880479.5311706,9
87,5301833.17508756,10
90,5400947.9371613,1
90,5970002.49820596,2
90,4965023.53613218,3
90,5581926.21513801,4
90,6389727.7463607,5
90,6361885.75194061,6
90,5995871.62000746,7
90,6064185.28525656,8
90,5057797.69210776,9
90,5666635.72318099,10
93,6719734.77744844,1
93,6872760.08197746,2
93,6787519.77869193,3
93,6777365.32648138,4
93,6342169.82249062,5
93,5655836.10330956,6
93,6360668.86028289,7
93,6051313.83037224,8
93,6201438.76315352,9
93,5511108.92095771,10
97,6561436.93329719,1
97,7040310.20054473,2
97,6967651.77758618,3
97,5952355.45963134,4
97,6949205.9697015,5
97,6058935.68350167,6
97,6609557.44764548,7
97,7725647.49388765,8
97,6181536.60403722,9
97,6377848.00431339,10
100,5868859.76588123,1
100,5587249.51862323,2
100,7330537.04303235,3
100,6485804.35806717,4
100,6774010.60729566,5
100,6927944.28004882,6
100,7228036.37889564,7
100,7143894.76766257,8
100,7771210.90883001,9
100,6721232.08557579,10
103,7199778.92056729,1
103,7684283.88321988,2
103,6041540.38863619,3
103,7813741.52181848,4
103,7389645.17246609,5
103,7372793.57341082,6
103,7569068.74284026,7
103,6357238.74474855,8
103,7400826.99284564,9
103,6501479.37121525,10
107,8679943.34926595,1
107,7961235.39453043,2
107,8191973.58965672,3
107,7735877.06627178,4
107,8369900.90948425,5
107,7366931.75212572,6
107,7633552.76295015,7
107,7735527.37173161,8
107,8294407.58792911,9
107,7313757.97391287,10
110,8547752.61552811,1
110,7561529.95742688,2
110,8242368.4068854,3
110,8058226.22144997,4
110,7571346.21744956,5
110,8286979.2964628,6
110,7649685.19098826,7
110,7569582.94986048,8
110,6934794.5163967,9
110,7596960.60536401,10
113,8711719.53712833,1
113,7490352.23586443,2
113,8435968.6371292,3
113,8484653.55364968,4
113,8082671.10693366,5
113,8615633.184242,6
113,7659039.91011545,7
113,8169746.70677088,8
113,7625219.77155482,9
113,8786077.05927931,10
117,9137734.7478612,1
117,9007394.19455643,2
117,8161562.55568839,3
117,8706601.82921277,4
117,6739607.60756099,5
117,8273621.89480715,6
117,8460964.79522709,7
117,8710055.95051569,8
117,8203790.50961378,9
117,9299102.10455659,10
120,8299261.60780579,1
120,8801004.64188366,2
120,8108292.92789661,3
120,7748903.8229686,4
120,9165177.99415763,5
120,8913163.88830063,6
120,8999810.28483135,7
120,8160988.14808089,8
120,8256876.07396469,9
120,8629928.25204105,10
124,9127695.87995938,1
124,9016962.23070355,2
124,6932849.90748475,3
124,9796505.13250657,4
124,9274076.44409836,5
124,9478706.37509511,6
124,9847008.45027838,7
124,8770361.18275369,8
124,6368932.024264,9
124,8731646.99608416,10
127,8246543.18556426,1
127,10156332.5641408,2
127,9199425.70374952,3
127,8930594.84210956,4
127,10042684.3102035,5
127,9715490.23155375,6
127,9504773.22663884,7
127,9755834.97852015,8
127,10493376.208246,9
127,8366780.24226352,10
130,10512828.5708022,1
130,9335006.62717131,2
130,10175878.055763,3
130,10364042.4247799,4
130,9846600.75706243,5
130,9121572.14485002,6
130,9088911.27051398,7
130,10828198.7547903,8
130,10180558.719912,9
130,9758106.23671647,10
134,11039995.8571055,1
134,9565031.14208825,2
134,10211927.6530673,3
134,9773836.92401011,4
134,9171540.49853921,5
134,10202849.6632987,6
134,9790952.63841896,7
134,9758295.45343034,8
134,10598409.2987476,9
134,10430317.9874276,10
137,9804219.84768357,1
137,9270599.33934376,2
137,10760371.0467084,3
137,10478576.4895832,4
137,10030488.263509,5
137,9974890.67992945,6
137,10531688.2119565,7
137,9880584.5381483,8
137,10125384.6085872,9
137,11324499.3059514,10
140,10840891.2532752,1
140,8769805.62591621,2
140,11481646.2000082,3
140,9896590.60105679,4
140,9898450.54020198,5
140,10333048.2085579,6
140,11129648.3705044,7
140,10689130.9180188,8
140,9950678.42670877,9
140,10323850.0419952,10
144,11549536.8103959,1
144,11682955.221962,2
144,10808222.4850776,3
144,11201414.5846281,4
144,11748361.3562272,5
144,10564483.590422,6
144,9604684.12877163,7
144,12077686.9464777,8
144,11482265.8476854,9
144,10284195.8135033,10
147,12301190.1337058,1
147,11620194.6083335,2
147,10894508.7778052,3
147,10193542.6828095,4
147,11422734.5820177,5
147,11374476.2110812,6
147,12017586.7416099,7
147,12366519.3107805,8
147,10175101.526556,9
147,11474975.9735715,10
150,11734222.3673837,1
150,12393172.9869446,2
150,10544709.4729388,3
150,10552969.0612088,4
150,12480371.5988112,5
150,11563821.5800989,6
150,12282398.0715937,7
150,11233826.6307116,8
150,11851450.8986564,9
150,12238495.0113312,10
