"dim","best","repetition"
137,61287.1929923578,8
137,92573.5861454875,9
137,98351.3082824468,10
140,132880.016206776,1
140,125167.583615481,2
140,112748.789848012,3
140,99639.2649720401,4
140,117661.184675236,5
140,132329.289300291,6
140,98044.2884667368,7
140,116035.773285162,8
140,110653.379446718,9
140,100400.376841765,10
144,146885.652566468,1
144,151768.569672243,2
144,93334.7582145568,3
144,112246.050208813,4
144,116994.470340175,5
144,94072.4574220649,6
144,125403.414456424,7
144,131004.4351294,8
144,126752.8244265,9
144,119924.245486707,10
147,99184.4042221392,1
147,116678.470626523,2
147,150273.605049208,3
147,152097.277943567,4
147,123866.073441783,5
147,151980.130758271,6
147,146394.94266686,7
147,97039.132273661,8
147,142291.556285404,9
147,159877.992226947,10
150,136796.18729133,1
150,115961.625900455,2
150,141038.548168403,3
150,115924.824009362,4
150,122711.404703923,5
150,133379.125683879,6
150,102326.502666146,7
150,98395.7853927764,8
150,108879.513395564,9
150,146418.048888703,10
