"best"
68678.9758857937
22511.5803628207
87275.6938665564
186.983691655034
5655.88142701169
68872.3405298512
116990.371532216
16.4939056899701
58885.8411875587
0.0623565405051168
8792.74130279087
16489.0691303398
51959.4601644962
102886.906100329
36995.6839270468
2.73471780476617e-30
10.2994441836057
5050.16625087638
66.490574194802
10545.3883598826
111615.686855599
19625.4313239602
2853.04904898937
626.245130179838
429.534574866536
7738.61018131877
92217.3829963821
906.930905815811
2411.6395458659
1303.45378680453
3947.35176012176
1731.25631019545
280.956885572168
31.458008361754
1.91081206552542
47105.0666323118
131971.952899528
139776.707372607
102.994890683233
14156.706524844
30550.5863278706
21416.9381222868
33008.825583066
77960.2065374572
45562.4631748901
